user_id,ut_id,suburb,state,postcode,employment_type,active,modified_time,comments,app_version,device_os,device_os_version,app_timezone,last_logged_in
1454,3,,,,,0,2019-10-01 00:07:08,,,,,,2019-10-01 00:07:12
1455,3,,,,,0,2019-10-01 04:19:14,,,,,,2019-10-01 04:19:20
1456,3,,,,,0,2019-10-01 04:19:32,,,,,,2019-10-01 04:19:36
1457,3,,,,1,1,2020-02-21 02:29:52,,,,,,2020-02-21 02:30:15
1458,3,,,,,0,2019-10-01 07:04:32,,,,,,2019-10-01 07:04:36
1459,3,,,,,1,2019-10-01 19:15:43,,,,,,
1479,2,,,,1,1,2019-10-02 15:35:20,Imported from QB,,,,,
1480,3,,,,,1,2019-10-02 18:35:03,,,,,,
1482,3,,,,,1,2019-10-02 18:36:19,,,,,,
1487,3,,,,1,1,,,,,,,
1503,3,,,,,0,2019-10-11 06:06:57,,,,,,2019-10-11 06:07:00
1504,3,,,,,0,2019-10-14 02:38:37,,,,,,2019-10-14 02:38:50
1505,3,,,,,0,2019-10-14 23:15:23,,,,,,2019-10-14 23:15:31
1506,3,,,,,0,2019-10-16 04:13:30,,,,,,2019-10-16 04:13:33
1507,3,,,,,0,2019-10-17 04:46:55,,,,,,2019-10-17 04:46:58
1508,3,,,,8,1,,,,,,,2019-10-24 00:02:00
1509,3,,,,,0,2019-10-23 03:19:50,,,,,,2019-10-23 03:19:53
1510,3,,,,,0,2019-10-23 21:21:04,,,,,,2019-10-23 21:21:08
1511,3,,,,,0,2019-10-23 23:29:02,,,,,,2019-10-23 23:29:06
1512,3,,,,,0,2019-10-23 23:45:02,,,,,,2019-10-23 23:45:05
1513,3,,,,1,1,,,,,,,2021-05-03 04:55:28
1514,3,,,,,0,2019-10-25 03:32:17,,,,,,2019-10-25 03:32:20
1515,3,,,,,0,2019-10-25 04:20:45,,,,,,2019-10-25 04:20:47
1516,3,,,,1,1,,,,,,,2019-11-01 00:05:50
1518,3,,,,,0,2019-10-28 02:21:31,,,,,,2019-10-28 02:21:35
1519,3,,,,,0,2019-10-28 02:31:00,,,,,,2019-10-28 02:31:03
1520,3,,,,,0,2019-10-28 03:11:43,,,,,,2019-10-28 03:11:50
1521,3,,,,,0,2019-10-28 03:29:29,,,,,,2019-10-28 03:29:33
1522,3,,,,,0,2019-10-28 22:55:50,,,,,,2019-10-28 22:55:54
1523,3,,,,,0,2019-10-29 05:27:30,,,,,,2019-10-29 05:27:32
1524,3,,,,,0,2019-10-30 05:20:18,,,,,,2019-10-30 05:20:21
1525,2,,,,,1,2019-10-30 05:21:05,,,,,,
1526,3,,,,,0,2019-10-30 05:22:44,,,,,,2019-10-30 05:22:46
1530,3,,,,1,1,,,,,,,2019-10-31 22:28:00
1531,3,,,,,0,2019-10-31 23:38:29,,,,,,2019-10-31 23:38:32
1532,3,,,,,0,2019-11-01 00:33:15,,,,,,2019-11-01 00:33:18
1533,3,,,,,0,2019-11-04 05:03:52,,,,,,2019-11-04 05:03:56
1534,3,,,,,0,2019-11-05 01:06:36,,,,,,2019-11-05 01:06:40
1535,3,,,,,0,2019-11-06 02:43:08,,,,,,2019-11-06 02:43:11
1536,3,,,,,0,2019-11-06 04:02:15,,,,,,2019-11-06 04:02:19
1537,3,,,,,0,2019-11-07 21:33:46,,,,,,2019-11-07 21:33:49
1538,3,,,,,0,2019-11-08 00:14:32,,,,,,2019-11-08 00:14:36
1539,3,,,,,0,2019-11-13 00:43:08,,,,,,2019-11-13 00:43:11
1540,3,,,,,0,2019-11-13 00:43:28,,,,,,2019-11-13 00:43:31
1541,3,,,,,0,2019-11-13 01:23:43,,,,,,2019-11-13 01:23:46
1542,3,,,,,0,2019-11-13 03:39:17,,,,,,2019-11-13 03:39:21
1543,3,,,,,0,2019-11-13 03:41:26,,,,,,2019-11-13 03:41:29
1544,3,,,,1,1,,,,,,,
1545,3,,,,,0,2019-11-14 22:55:47,,,,,,2019-11-14 22:55:56
1546,3,,,,5,1,,,,,,,2019-12-03 21:56:02
1547,3,,,,,0,2019-11-18 23:10:54,,,,,,2019-11-18 23:11:01
1548,3,,,,,0,2019-11-19 04:42:30,,,,,,2019-11-19 04:42:33
1550,3,,,,1,1,,,,,,,2020-10-21 00:07:56
1551,3,"",,"",1,0,2019-11-26 13:24:00,,,,,,2019-12-03 13:56:12
1552,3,,,,,1,2019-11-28 01:07:48,,,,,,2019-11-28 01:07:52
1553,3,,,,,1,2019-11-28 04:16:23,,,,,,2019-11-28 04:16:28
1554,3,,,,,1,2019-11-28 23:13:41,,,,,,2019-11-28 23:13:44
1555,2,,,,1,1,2021-02-18 06:01:32,,5.34.2,web,Chrome 89,-660,2021-03-18 00:12:12
1556,3,,,,,1,2019-12-03 05:53:32,,,,,,2019-12-03 05:53:34
1557,3,,,,,1,2019-12-04 00:06:34,,,,,,2019-12-04 00:06:39
1558,2,,,,,1,2019-12-04 00:06:51,,4.3.0,,,,2019-12-04 00:06:54
1559,3,,,,,1,2019-12-04 21:28:52,,,,,,2019-12-04 21:28:53
1560,3,,,,,1,2019-12-09 02:17:53,,,,,,2019-12-09 02:17:57
1561,3,Sutherland,NSW,2232,3,1,2020-11-05 12:01:10,,,,,,2019-12-10 02:18:00
1562,2,,,,1,1,2019-12-10 22:24:55,,,,,,
1563,3,,,,,1,2019-12-17 00:39:44,,,,,,2019-12-17 00:39:47
1564,3,,,,,1,2019-12-17 00:40:53,,,,,,2019-12-17 00:40:56
1565,3,,,,,1,2019-12-19 03:33:22,,,,,,2019-12-19 03:33:26
1566,2,Sydney,NSW,2000,,0,2020-01-02 20:30:20,,,,,,
1568,2,St. Kilda,VIC,3182,,0,2020-01-02 21:06:40,,,,,,
1569,3,,,,,1,2020-01-02 22:29:59,,,,,,2020-01-02 22:30:02
1571,2,Melbourne,VIC,3000,,1,2020-01-03 01:45:45,,,,,,
1572,2,Melbourne,VIC,3000,,1,2020-01-03 03:19:36,,,,,,
1574,2,St. Kilda,VIC,3182,,0,2020-01-03 03:34:45,,,,,,
1577,3,,,,,1,2020-01-03 23:13:06,,,,,,2020-01-03 23:13:19
1578,2,,,,,0,2020-01-04 12:36:37,,,,,,
1581,2,,,,,1,2020-01-05 11:12:23,,,,,,
1582,2,,,,,1,2020-01-05 11:12:23,,,,,,
1583,2,,,,,1,2020-01-05 11:12:24,,,,,,
1585,2,,,,,1,2020-01-05 11:23:30,,,,,,
1586,2,,,,,1,2020-01-05 11:23:31,,,,,,
1587,2,,,,,1,2020-01-05 11:23:32,,,,,,
1588,2,,,,,1,2020-01-05 11:23:33,,,,,,
1589,2,,,,,1,2020-01-05 11:23:34,,,,,,
1590,2,,,,,0,2020-01-05 11:23:35,,,,,,
1592,3,,,,,1,2020-01-07 22:25:46,,,,,,2020-01-07 22:25:50
1593,2,,,,,1,2020-01-07 22:26:04,,4.3.0,,,,2020-01-07 22:26:07
1594,4,,,,,1,2020-01-07 22:40:11,,,,,,2020-02-06 00:43:50
1595,2,,,,,1,2020-01-07 23:15:41,,,,,,
1596,3,,,,,1,2020-01-08 04:21:58,,,,,,2020-01-08 04:22:01
1602,2,,,,,1,2020-01-08 12:50:49,,,,,,
1603,3,,,,,1,2020-01-08 22:33:12,,,,,,2020-01-08 22:33:16
1604,3,,,,,1,2020-01-09 01:25:54,,,,,,2020-01-09 01:25:57
1605,3,,,,,1,2020-01-09 23:09:56,,,,,,2020-01-09 23:10:00
1606,3,,,,,1,2020-01-10 03:27:49,,,,,,2020-01-10 03:27:52
1607,3,,,,,1,2020-01-10 04:25:12,,,,,,2020-01-10 04:25:15
1608,3,,,,1,1,2020-08-06 03:08:16,,,,,,2021-04-29 00:14:01
1609,2,,,,1,1,2020-11-12 00:30:13,,5.37.1,web,Chrome 90,-600,2021-04-29 00:30:57
1610,3,,,,3,0,2020-02-10 05:28:37,,,,,,2020-02-10 04:04:45
1611,2,,,,1,0,2020-02-10 05:45:17,,5.6.6,Android,10,-660,2020-02-06 03:08:03
1612,3,,,,,1,2020-01-13 04:46:15,,,,,,2020-01-13 04:46:18
1613,3,,,,,1,2020-01-13 05:29:37,,,,,,2020-01-13 05:29:42
1614,3,,,,5,1,,,,,,,2020-01-13 05:30:46
1615,2,,,"",9,1,2020-11-05 23:54:20,,5.23.2,web,Chrome 85,-600,2020-10-02 01:55:14
1616,2,,,"",8,1,2020-06-19 03:39:38,,,,,,
1617,2,,,,,1,2020-01-15 01:07:28,,4.3.0,,,,2020-01-15 01:07:31
1618,2,,,,,1,2020-01-15 01:08:47,,4.3.0,,,,2020-01-15 01:08:49
1619,2,,,,,1,2020-01-15 01:10:34,,5.5.5,web,Chrome 79,-660,2020-01-15 04:54:16
1620,3,,,,,1,2020-01-15 01:18:24,,,,,,2020-01-15 01:18:28
1621,3,,,,,1,2020-01-17 00:10:05,,,,,,2020-01-17 00:10:08
1622,3,,,,,1,2020-01-17 03:20:34,,,,,,2020-01-17 03:20:38
1623,3,,,,,1,2020-01-17 03:21:57,,,,,,2020-01-17 03:22:00
1624,3,,,,,1,2020-01-17 05:22:56,,,,,,2020-01-17 05:22:58
1625,3,,,,,1,2020-01-20 03:57:34,,,,,,2020-01-20 03:57:36
1626,3,,,,1,1,2020-01-23 22:26:22,,,,,,2020-02-14 02:33:09
1627,2,Scone,NSW,2337,1,1,2021-04-14 01:03:32,,5.36.1,web,Netscape 5.0 (iPhone; CPU iPho,-600,2021-04-14 01:03:34
1629,2,,,,3,1,,,,,,,
1632,3,,,,1,0,,,,,,,
1634,3,,,,,1,2020-01-28 00:37:47,,,,,,2020-01-28 00:37:50
1635,3,,,,,1,2020-01-30 03:15:27,,,,,,2020-01-30 03:15:30
1636,3,,,,,1,2020-01-30 03:46:47,,,,,,2020-01-30 03:46:50
1637,3,,,,,1,2020-01-30 21:16:01,,,,,,2020-01-30 21:16:05
1638,3,,,,,1,2020-01-30 21:18:18,,,,,,2020-01-30 21:18:21
1639,3,,,,,1,2020-01-30 21:22:20,,,,,,2020-01-30 21:22:23
1640,3,,,,,1,2020-01-30 21:38:28,,,,,,2020-01-30 21:38:31
1641,3,,,,,1,2020-01-30 22:41:27,,,,,,2020-01-30 22:41:29
1642,3,,,,,1,2020-01-30 22:43:13,,,,,,2020-01-30 22:43:16
1646,3,,,,,1,2020-02-03 01:45:39,,,,,,2020-02-03 01:45:42
1647,3,,,,,1,2020-02-03 23:07:16,,,,,,2020-02-03 23:07:20
1648,3,,,,,1,2020-02-03 23:13:42,,,,,,
1649,3,,,,,1,2020-02-03 23:27:54,,,,,,2020-02-03 23:27:57
1650,3,,,,,1,2020-02-04 03:14:22,,,,,,2020-02-04 03:14:26
1651,3,,,,,1,2020-02-04 05:15:02,,,,,,2020-02-04 05:15:05
1652,3,,,,,1,2020-02-04 22:24:13,,,,,,2020-02-04 22:24:16
1653,3,,,,1,1,,,,,,,2020-02-05 02:40:31
1654,3,,,,,1,2020-02-05 05:14:54,,,,,,2020-02-05 05:14:57
1655,3,,,,,1,2020-02-05 05:49:59,,,,,,2020-02-05 05:50:01
1656,3,,,,,1,2020-02-05 05:55:52,,,,,,2020-02-05 05:55:54
1657,3,,,,1,1,2020-02-05 18:06:25,,,,,,2021-03-15 17:43:54
1658,3,,,,1,1,2020-10-22 23:10:31,,,,,,2021-04-07 03:32:08
1659,2,,,,1,1,2020-02-11 04:25:57,,5.19.0,web,Netscape 5.0 (iPhone; CPU iPho,-600,2020-09-06 23:26:47
1660,3,,,,,1,2020-02-07 05:08:40,,,,,,2020-02-07 05:08:44
1661,3,,,,,1,2020-02-07 05:09:39,,,,,,2020-02-07 05:09:41
1662,3,,,,,1,2020-02-07 05:09:50,,,,,,2020-02-07 05:09:52
1663,3,,,,,1,2020-02-10 02:44:59,,,,,,2020-02-10 02:45:03
1664,3,,,,,1,2020-02-10 04:02:00,,,,,,2020-02-10 04:02:05
1665,3,,,,,1,2020-02-10 22:35:14,,,,,,2020-02-10 22:35:18
1666,3,,,,,1,2020-02-11 01:16:51,,,,,,2020-02-11 01:16:55
1667,3,,,,,1,2020-02-12 00:20:29,,,,,,2020-02-12 00:20:34
1668,3,,,,,1,2020-02-12 01:04:30,,,,,,2020-02-12 01:04:33
1669,3,,,,,1,2020-02-12 01:34:48,,,,,,2020-02-12 01:34:51
1670,3,,,,,1,2020-02-12 03:47:24,,,,,,2020-02-12 03:47:27
1671,3,,,,,1,2020-02-12 04:31:31,,,,,,2020-02-12 04:31:34
1672,3,,,,,1,2020-02-12 05:33:40,,,,,,2020-02-12 05:33:43
1673,3,,,,,1,2020-02-12 05:45:09,,,,,,2020-02-12 05:45:12
1675,3,,,,,1,2020-02-13 06:03:54,,,,,,2020-02-13 06:03:57
1676,3,,,,,1,2020-02-13 06:04:53,,,,,,2020-02-13 06:05:28
1677,3,,,,,1,2020-02-13 06:08:35,,,,,,
1678,3,,,,,1,2020-02-13 06:10:43,,,,,,
1679,3,,,,,1,2020-02-13 23:22:20,,,,,,2020-02-13 23:22:23
1680,2,Sydney,NSW,2000,,1,2020-02-16 07:06:23,,,,,,
1681,3,,,,,1,2020-02-17 02:07:27,,,,,,2020-02-17 02:07:30
1682,3,,,,1,1,,,,,,,2020-02-20 03:54:41
1683,3,,,,,1,2020-02-21 05:47:35,,,,,,2020-02-21 05:47:38
1684,3,,,,,1,2020-02-22 00:32:23,,,,,,2020-02-22 00:32:31
1685,3,,,,1,1,2020-03-08 23:21:18,,,,,,2021-04-21 05:28:55
1686,3,,,,,1,2020-02-24 04:02:02,,,,,,2020-02-24 04:02:05
1687,3,,,,,1,2020-02-24 23:27:58,,,,,,2020-02-24 23:28:01
1688,3,,,,1,1,,,,,,,
1689,2,,,,,1,2020-02-26 03:09:29,,5.7.1,web,Chrome 80,-660,2020-02-28 03:52:56
1690,3,,,,,1,2020-02-26 19:44:46,,,,,,
1698,3,,,,,1,2020-02-26 22:50:20,,,,,,2020-02-26 22:50:22
1701,3,,,,,1,2020-02-27 05:24:39,,,,,,2020-02-27 05:24:42
1702,3,,,,,1,2020-02-27 20:29:41,,,,,,2020-02-27 20:29:43
1703,3,,,,,1,2020-02-27 20:30:41,,,,,,2020-02-27 20:30:43
1704,3,,,,,1,2020-02-27 20:58:25,,,,,,2020-02-27 20:58:28
1705,3,,,,,1,2020-02-28 03:53:48,,,,,,2020-02-28 03:53:51
1706,3,,,,,1,2020-02-28 05:32:30,,,,,,2020-02-28 05:32:32
1707,3,,,,,1,2020-03-02 01:48:52,,,,,,2020-03-02 01:48:55
1708,3,,,,,1,2020-03-02 04:50:31,,,,,,2020-03-02 04:50:35
1709,3,,,,,1,2020-03-02 05:18:41,,,,,,2020-03-02 05:18:45
1710,3,,,,,1,2020-03-02 05:22:04,,,,,,2020-03-02 05:22:06
1712,2,,,,6,0,2020-09-26 09:16:53,,,,,,
1713,3,,,,,1,2020-03-04 03:40:13,,,,,,2020-03-04 03:40:15
1714,3,,,,,1,2020-03-05 02:08:14,,,,,,2020-03-05 02:08:19
1715,3,,,,,1,2020-03-05 02:13:24,,,,,,2020-03-05 02:13:29
1716,3,,,,,1,2020-03-05 22:08:09,,,,,,2020-03-05 22:08:13
1717,2,,,,3,1,,,5.8.4,web,Chrome 80,-660,2020-03-31 00:20:21
1718,3,,,,,1,2020-03-10 04:00:05,,,,,,2020-03-10 04:00:09
1719,3,,,,,1,2020-03-10 23:16:58,,,,,,2020-03-10 23:17:01
1720,3,,,,,1,2020-03-10 23:23:32,,,,,,2020-03-10 23:23:34
1721,3,,,,,1,2020-03-12 00:54:10,,,,,,2020-03-12 00:54:12
1722,3,,,,,1,2020-03-12 01:49:54,,,,,,2020-03-12 01:49:57
1723,3,,,,,1,2020-03-13 01:41:25,,,,,,2020-03-13 01:41:28
1724,3,,,,1,1,,,,,,,2020-04-09 06:10:57
1725,2,Ascot Vale,vic,3032,1,1,2021-02-16 03:41:19,,5.33.2,web,Netscape 5.0 (iPhone; CPU iPho,-660,2021-03-01 01:59:41
1726,3,,,,,1,2020-03-13 02:57:57,,,,,,2020-03-13 02:57:59
1727,3,,,,,1,2020-03-13 04:47:09,,,,,,2020-03-13 04:47:12
1728,3,,,,,1,2020-03-13 05:03:20,,,,,,2020-03-13 05:03:23
1729,2,North Sunshine,VIC,3020,3,1,2020-03-18 19:34:16,,,,,,
1730,2,Ascot Vale,VIC,3032,1,1,,,,,,,
1731,3,,,,,1,2020-03-20 04:24:09,,,,,,2020-03-20 04:24:17
1732,3,Clayton,VIC,3168,1,1,,,,,,,
1735,2,,,,,1,2020-03-23 21:16:42,,,,,,
1736,3,,,,1,1,,,,,,,
1737,3,,,,,1,2020-03-24 00:31:37,,,,,,2020-03-24 00:31:42
1740,2,,,,3,1,,,,,,,
1741,3,,,,,1,2020-03-26 22:26:56,,,,,,2020-03-26 22:27:02
1742,3,,,,,1,2020-03-30 00:46:53,,,,,,2020-03-30 00:46:56
1743,2,,,"",0,1,2020-09-09 06:31:24,,,,,,
1745,2,,,,,0,2020-03-31 11:57:41,,,,,,
1746,2,,,,,0,2020-03-31 12:11:22,,,,,,
1747,2,,,,,1,2020-03-31 12:27:32,,,,,,
1749,2,,,,,1,2020-03-31 22:31:32,,,,,,
1750,2,,,,,1,2020-03-31 22:31:34,,,,,,
1751,2,,,,1,1,2020-07-29 07:49:04,,5.15.0,web,Chrome 84,-600,2020-07-30 00:25:36
1752,2,,,,1,1,,,5.9.0,web,Netscape 5.0 (iPhone; CPU iPho,-600,2020-04-09 04:16:27
1753,3,POrtland,Oregon,503Â­ 91463,1,1,,,,,,,2020-04-21 03:16:56
1754,2,,,,5,0,2020-07-01 05:17:28,,5.11.7,web,Chrome 83,-600,2020-07-01 05:18:43
1755,2,,,,5,1,,,,,,,
1757,2,,,,1,1,2020-07-08 18:59:12,,5.30.1,web,Netscape 5.0 (iPhone; CPU iPho,420,2021-01-13 02:15:36
1758,2,,,,1,1,,,,,,,
1762,2,,,,1,1,,,,,,,
1763,4,,,,,1,2020-06-04 03:53:54,,,,,,2020-12-10 03:00:37
1764,3,,,,1,1,,,,,,,2021-01-19 04:22:20
1765,2,,,"",5,1,2020-09-09 06:29:43,,5.12.0,web,Chrome 83,-600,2020-07-16 23:31:04
1766,2,,,,6,1,,,5.11.5,web,Chrome 83,-600,2020-06-18 02:33:35
1768,2,Macquarie Park,NSW,2113,1,1,2020-06-25 23:09:16,,,,,,
1770,3,,,,1,1,,,,,,,2020-07-19 23:32:34
1771,2,,,,1,1,2021-03-03 05:02:30,,5.36.0,web,Chrome 89,-600,2021-04-09 00:24:46
1773,3,,,,8,1,,,,,,,2021-04-20 05:56:55
1774,3,,,,1,1,2020-07-27 05:49:14,,,,,,2021-05-03 04:03:00
1775,3,,,,1,1,,,,,,,2020-07-27 22:01:12
1776,3,,,,1,1,,,,,,,2020-07-31 02:51:58
1777,3,,,,10,1,2021-01-11 23:33:41,,,,,,2021-05-02 23:19:08
1778,3,,,,10,0,,,,,,,2020-08-27 20:50:37
1780,2,,,,1,1,,,,,,,
1781,2,,,,8,1,,,5.18.0,web,Chrome 84,420,2020-08-28 15:07:35
1782,3,,,,1,1,2020-11-19 06:46:02,,,,,,2021-05-01 23:52:26
1783,3,,,,1,1,,,,,,,2020-12-17 01:34:51
1786,3,,,,1,1,,,,,,,2020-09-10 06:54:40
1787,2,,,,1,1,,,5.30.1,web,Chrome 87,-660,2021-01-11 05:54:03
1791,3,,,,1,1,,,,,,,2020-09-29 01:32:56
1792,2,,,,1,0,2020-10-16 03:00:18,,5.24.0,web,Chrome 86,-660,2020-10-16 02:52:11
1793,3,,,,6,1,,,,,,,2020-10-22 03:24:42
1794,3,,,,6,1,,,,,,,2020-10-21 23:15:38
1795,2,,,,10,1,,,5.37.1,web,Chrome 89,-600,2021-04-27 23:50:55
1797,3,,,,6,1,,,,,,,2021-04-14 05:46:08
1798,2,,,,1,1,2021-04-09 22:03:57,,5.37.1,web,Netscape 5.0 (iPhone; CPU iPho,-600,2021-04-28 22:30:27
1799,3,,,,1,1,2021-01-10 21:46:39,,,,,,
1800,2,,,,1,1,2021-01-10 21:47:07,,,,,,
1801,3,,,,1,1,2021-03-10 03:19:09,,,,,,2021-04-29 22:50:57
1802,2,,,,1,1,2021-01-22 01:57:22,,5.37.1,web,Chrome 90,-600,2021-04-30 05:08:38
1803,2,,,,1,1,,Do not delete. This is used by Google Play Store to review an app.,5.30.3,web,Chrome 87,-660,2021-01-18 04:16:24
1806,3,,,,1,1,,,,,,,2021-01-20 16:25:00
1807,2,,,,1,1,2021-01-20 23:36:46,,,,,,
1808,2,,,,4,1,2021-01-22 00:16:18,,,,,,
1809,2,,,,1,0,2021-01-24 23:09:44,,,,,,
1810,2,,,,1,1,2021-01-28 04:49:37,,5.31.0,web,Firefox 85,-660,2021-01-28 04:49:49
1811,3,,,,1,1,2021-01-28 04:47:02,,,,,,2021-01-28 04:47:12
1812,2,,,,1,1,2021-01-29 04:43:08,,,,,,
1813,4,,,,,1,2021-02-01 03:51:03,,,,,,2021-02-01 03:56:08
1814,2,,,,1,1,2021-02-15 05:25:37,,5.37.1,web,Netscape 5.0 (iPhone; CPU iPho,-600,2021-05-03 03:06:13
1815,3,,,,1,1,2021-02-14 23:44:55,,,,,,2021-04-27 03:44:31
1819,2,,,,8,1,,,,,,,
1820,2,,,,10,1,2021-02-23 00:21:53,,5.36.1,web,Netscape 5.0 (iPhone; CPU iPho,-600,2021-04-30 05:09:31
1821,2,,,,10,1,,,,,,,
1822,2,,,,1,1,,,,,,,
1823,2,,,,1,1,,,,,,,
1824,2,,,,1,1,,,,,,,
1825,2,,,,1,1,,,,,,,
1826,2,,,,1,1,,,,,,,
1827,2,,,,1,1,2021-02-23 04:40:14,,,,,,
1828,2,,,,1,1,,,,,,,
1829,2,,,,5,1,,,5.33.2,web,Chrome 88,-660,2021-03-07 21:17:53
1830,2,,,,1,0,2021-03-04 23:35:56,,5.33.2,web,Chrome 88,-660,2021-03-04 07:36:03
1831,3,,,,1,1,2021-03-07 23:22:39,,,,,,2021-03-08 02:30:35
1832,2,,,,1,1,2021-03-08 05:14:04,,5.37.1,web,Chrome 4,-600,2021-05-03 00:29:53
1833,3,SYDNEY,New South Wales,2000,1,1,2021-03-25 00:42:36,,,,,,
1834,2,Macquarie Park,,2113,,1,2021-04-01 01:31:21,,,,,,
1837,2,,,,,1,2021-04-20 06:24:18,,,,,,
1838,2,,,,,1,2021-04-20 06:31:18,,,,,,
1841,2,,,,,1,2021-04-20 06:50:31,,,,,,
1842,2,,,,1,1,2021-04-20 06:59:16,,,,,,
1844,2,,,,3,1,2021-04-20 07:18:09,,,,,,
1845,2,,,,3,1,2021-04-22 05:36:32,,,,,,
